ID;ACUSACION;ANIO_DENUNCIA;ANIO_ENTRADA;ANIO_HECHO;ATIPICIDAD_INEXISTENCIA;CAPTURA;CONDENA;CONEXO;DELITO;DEPARTAMENTO;ESTADO_NOTICIA;ETAPA;GRUPO_DELITO;GRUPO_EDAD_VICTIMA;HECHO;HOMICIDIO_DOLOSO_CONSUMADO;IMPUTACION;LEY;MUNICIPIO;PAIS;PAIS_NACIMIENTO;RUPTURA;SECCIONAL;SEXO_VICTIMA;TOTAL_VICTIMAS;POBLACION;RURAL O URBANO;PORCENTAJE
0;NO;2010;2010;2010;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolivar;ACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;NO;NO;Ley 906;CARTAGENA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOLiVAR;FEMENINO;2;1057767;URBANO;0.00018908%
1;NO;2011;2011;2011;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;ACTIVO;INDAGACION;FEMINICIDIO;ADOLESCENTE 14 - 17;SI;SI;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;FEMENINO;1;8380801;URBANO;0.00001193%
2;NO;2011;2011;2011;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;ACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;SI;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;;1;8380801;URBANO;0.00001193%
3;NO;2012;2012;2012;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;ACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;SI;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;FEMENINO;1;8380801;URBANO;0.00001193%
4;NO;2012;2012;2012;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolivar;ACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;CARTAGENA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOLiVAR;FEMENINO;1;1057767;URBANO;0.00009454%
5;NO;2012;2012;2012;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolivar;ACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;CARTAGENA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOLiVAR;FEMENINO;1;1057767;URBANO;0.00009454%
6;NO;2013;2013;2013;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;ACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;SI;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;;1;8380801;URBANO;0.00001193%
7;NO;2013;2013;2013;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolivar;ACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;SI;NO;Ley 906;CARTAGENA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOLiVAR;;1;1057767;URBANO;0.00009454%
8;NO;2014;2014;2013;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;NO;NO;Ley 906;BUCARAMANGA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE SANTANDER;;1;528572;URBANO;0.00018919%
9;NO;2014;2014;2014;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;ACTIVO;INDAGACION;FEMINICIDIO;ADOLESCENTE 14 - 17;SI;NO;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;FEMENINO;1;8380801;URBANO;0.00001193%
10;NO;2014;2014;2014;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;ACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;FEMENINO;2;8380801;URBANO;0.00002386%
11;NO;2014;2014;2014;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;ACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;FEMENINO;1;8380801;URBANO;0.00001193%
12;NO;2014;2014;2014;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;ACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;SI;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;;1;8380801;URBANO;0.00001193%
13;NO;2014;2014;2014;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;ACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;SI;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;FEMENINO;1;8380801;URBANO;0.00001193%
14;NO;2014;2014;2014;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolivar;ACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;CARTAGENA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOLiVAR;FEMENINO;1;1057767;URBANO;0.00009454%
15;NO;2014;2014;2014;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolivar;ACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;CARTAGENA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOLiVAR;FEMENINO;1;1057767;URBANO;0.00009454%
16;NO;2014;2014;2014;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolivar;ACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;NO;NO;Ley 906;CARTAGENA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOLiVAR;FEMENINO;2;1057767;URBANO;0.00018908%
17;NO;2014;2014;2014;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;SANTANDER DE QUILICHAO;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CAUCA;FEMENINO;1;100681;RURAL;0.00099324%
18;NO;2014;2014;2014;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;COrdoba;ACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;MONTELiBANO;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CORDOBA;FEMENINO;1;90450;RURAL;0.00110558%
19;NO;2014;2014;2014;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;INDAGACION;FEMINICIDIO;INFANCIA 6 - 11;SI;SI;NO;Ley 906;SAN CARLOS DE GUAROA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE META;FEMENINO;1;11474;RURAL;0.00871536%
20;NO;2014;2014;2014;SI;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;INACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;NO;NO;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;FEMENINO;1;8380801;URBANO;0.00001193%
21;NO;2015;2015;2015;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;ACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;FEMENINO;1;8380801;URBANO;0.00001193%
22;NO;2015;2015;2015;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;ACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;MASCULINO;3;8380801;URBANO;0.0000358%
23;NO;2015;2015;2015;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;ACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;FEMENINO;1;8380801;URBANO;0.00001193%
24;NO;2015;2015;2015;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;ACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;NO;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;FEMENINO;1;8380801;URBANO;0.00001193%
25;NO;2015;2015;2015;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;ACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;NO;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;MASCULINO;2;8380801;URBANO;0.00002386%
26;NO;2015;2015;2015;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;ACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;SI;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;FEMENINO;5;8380801;URBANO;0.00005966%
27;NO;2015;2015;2015;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;ACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;SI;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;MASCULINO;1;8380801;URBANO;0.00001193%
28;NO;2015;2015;2015;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;ACTIVO;JUICIO;FEMINICIDIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;FEMENINO;1;8380801;URBANO;0.00001193%
29;NO;2015;2015;2015;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;INACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;NO;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;FEMENINO;1;8380801;URBANO;0.00001193%
30;NO;2015;2015;2015;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;INACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;SI;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;FEMENINO;5;8380801;URBANO;0.00005966%
31;NO;2015;2015;2015;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;INACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;SI;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;MASCULINO;2;8380801;URBANO;0.00002386%
32;NO;2015;2015;2015;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolivar;ACTIVO;INDAGACION;FEMINICIDIO;ADOLESCENTE 14 - 17;SI;NO;NO;Ley 906;CARTAGENA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOLiVAR;FEMENINO;1;1057767;URBANO;0.00009454%
33;NO;2015;2015;2015;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;POPAYAN;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CAUCA;FEMENINO;1;288636;URBANO;0.00034646%
34;NO;2015;2015;2015;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;COrdoba;ACTIVO;INVESTIGACION;FEMINICIDIO;SIN DATO;SI;NO;SI;Ley 906;MONTERiA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CORDOBA;FEMENINO;1;471867;URBANO;0.00021192%
35;NO;2015;2015;2015;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;NO;NO;Ley 906;SANTA MARTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE MAGDALENA;FEMENINO;1;524031;URBANO;0.00019083%
36;NO;2015;2015;2015;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;SI;NO;Ley 906;SANTA MARTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE MAGDALENA;FEMENINO;1;524031;URBANO;0.00019083%
37;NO;2015;2015;2015;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Quindio;ACTIVO;JUICIO;FEMINICIDIO;ADOLESCENTE 14 - 17;SI;NO;SI;Ley 906;MONTENEGRO;Colombia;Colombia;NO;DIRECCION SECCIONAL DE QUINDiO;FEMENINO;1;41996;RURAL;0.00238118%
38;NO;2015;2015;2015;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;CALI;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CALI;FEMENINO;2;2496346;URBANO;0.00008012%
39;NO;2015;2015;2015;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;CALI;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CALI;FEMENINO;1;2496346;URBANO;0.00004006%
40;NO;2015;2015;2015;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;CALI;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CALI;FEMENINO;1;2496346;URBANO;0.00004006%
41;NO;2015;2015;2015;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;SI;NO;Ley 906;CALI;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CALI;FEMENINO;1;2496346;URBANO;0.00004006%
42;NO;2015;2015;2015;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;SI;NO;Ley 906;CALI;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CALI;MASCULINO;2;2496346;URBANO;0.00008012%
43;NO;2015;2015;2015;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;SAN FRANCISCO;Colombia;Colombia;NO;DIRECCION SECCIONAL DE ANTIOQUIA;FEMENINO;1;4825;RURAL;0.02072539%
44;NO;2015;2015;2015;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Casanare;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;TAURAMENA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CASANARE;FEMENINO;1;25450;RURAL;0.00392927%
45;NO;2015;2015;2015;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ACTIVO;EJECUCION DE PENAS;FEMINICIDIO;SIN DATO;SI;NO;SI;Ley 906;ANAPOIMA;Colombia;Colombia;NO;;FEMENINO;1;14331;RURAL;0.00697788%
46;NO;2015;2015;2015;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ACTIVO;EJECUCION DE PENAS;FEMINICIDIO;SIN DATO;SI;NO;SI;Ley 906;ANAPOIMA;Colombia;Colombia;NO;;MASCULINO;1;14331;RURAL;0.00697788%
47;NO;2015;2015;2015;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Meta;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;VILLAVICENCIO;Colombia;Colombia;NO;DIRECCION SECCIONAL DE META;FEMENINO;1;538527;URBANO;0.00018569%
48;NO;2015;2015;2015;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Meta;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;ADULTO MAYOR DE 60;SI;NO;SI;Ley 906;VILLAVICENCIO;Colombia;Colombia;NO;DIRECCION SECCIONAL DE META;FEMENINO;1;538527;URBANO;0.00018569%
49;NO;2015;2015;2015;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Meta;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;VILLAVICENCIO;Colombia;Colombia;NO;DIRECCION SECCIONAL DE META;FEMENINO;2;538527;URBANO;0.00037138%
50;NO;2015;2015;2015;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;SANTIAGO;Colombia;Colombia;NO;DIRECCION SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;2901;RURAL;0.03447087%
51;NO;2015;2015;2015;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;SANTIAGO;Colombia;Colombia;NO;DIRECCION SECCIONAL DE NORTE DE SANTANDER;MASCULINO;1;2901;RURAL;0.03447087%
52;NO;2015;2015;2015;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;BUENAVENTURA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE VALLE DEL CAUCA;FEMENINO;1;440995;RURAL;0.00022676%
53;NO;2015;2015;2015;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;ACTIVO;JUICIO;FEMINICIDIO;ADOLESCENTE 14 - 17;SI;NO;SI;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;FEMENINO;1;8380801;URBANO;0.00001193%
54;NO;2015;2015;2015;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;SIN DATO;SI;NO;SI;Ley 906;POPAYAN;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CAUCA;FEMENINO;1;288636;URBANO;0.00034646%
55;NO;2015;2015;2015;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Cesar;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;SIN DATO;SI;SI;SI;Ley 906;CURUMANi;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CESAR;FEMENINO;1;22673;RURAL;0.00441053%
56;NO;2015;2015;2015;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;La Guajira;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;ADOLESCENTE 14 - 17;SI;NO;SI;Ley 906;URUMITA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE LA GUAJIRA;FEMENINO;1;20035;RURAL;0.00499127%
57;NO;2015;2015;2015;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;SIN DATO;SI;SI;SI;Ley 906;SANTA MARTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE MAGDALENA;FEMENINO;1;524031;URBANO;0.00019083%
58;NO;2015;2015;2015;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 AÑOS. MAYOR DE 60 O EMBARAZO. ART. 104B L.B;AtlAntico;ACTIVO;INVESTIGACION;FEMINICIDIO;ADULTO MAYOR DE 60;SI;SI;SI;Ley 906;SOLEDAD;Colombia;Colombia;NO;DIRECCION SECCIONAL DE ATLANTICO;FEMENINO;1;700970;RURAL;0.00014266%
59;NO;2015;2015;2015;SI;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;INACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;NO;NO;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;FEMENINO;1;8380801;URBANO;0.00001193%
60;NO;2015;2015;2015;SI;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;INACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;NO;NO;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;FEMENINO;1;8380801;URBANO;0.00001193%
61;NO;2015;2015;2015;SI;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Boyaca;INACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;NO;NO;NO;Ley 906;TUNJA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOYACA;FEMENINO;1;206791;URBANO;0.00048358%
62;NO;2015;2015;2015;SI;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;NO;SI;NO;Ley 906;CALI;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CALI;FEMENINO;1;2496346;URBANO;0.00004006%
63;NO;2015;2015;2015;SI;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACION;FEMINICIDIO;ADULTO MAYOR DE 60;NO;SI;NO;Ley 906;CALI;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CALI;MASCULINO;1;2496346;URBANO;0.00004006%
64;NO;2015;2015;2015;SI;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;NO;SI;NO;Ley 906;CALI;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CALI;FEMENINO;3;2496346;URBANO;0.00012018%
65;NO;2015;2015;2015;SI;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;NO;SI;NO;Ley 906;CALI;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CALI;MASCULINO;1;2496346;URBANO;0.00004006%
66;NO;2015;2015;2015;SI;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Boyaca;INACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;NO;NO;NO;Ley 906;TUNJA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOYACA;FEMENINO;1;206791;URBANO;0.00048358%
67;NO;2015;2017;2015;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;La Guajira;ACTIVO;INVESTIGACION;FEMINICIDIO;PRE-ADOLESCENTE 12 - 13;NO;NO;NO;Ley 906;MAICAO;Colombia;Colombia;SI;DIRECCION SECCIONAL DE LA GUAJIRA;FEMENINO;1;168658;RURAL;0.00059292%
68;NO;2015;2017;2015;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;La Guajira;ACTIVO;INVESTIGACION;FEMINICIDIO;SIN DATO;NO;NO;NO;Ley 906;MAICAO;Colombia;Colombia;SI;DIRECCION SECCIONAL DE LA GUAJIRA;FEMENINO;1;168658;RURAL;0.00059292%
69;NO;2016;2016;2014;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;COrdoba;INACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;TIERRALTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CORDOBA;FEMENINO;1;112206;RURAL;0.00089122%
70;NO;2016;2016;2015;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;NO;NO;Ley 1098;BELLO;Colombia;Colombia;NO;DIRECCION SECCIONAL DE MEDELLiN;FEMENINO;1;500098;RURAL;0.00019996%
71;NO;2016;2016;2015;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Caldas;ACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;APARTADO;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CALDAS;MASCULINO;1;206885;RURAL;0.00048336%
72;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;SI;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE MEDELLiN;MASCULINO;1;8380801;URBANO;0.00001193%
73;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;CAMPO DE LA CRUZ;Colombia;Colombia;NO;DIRECCION SECCIONAL DE MEDELLiN;FEMENINO;1;14659;URBANO;0.00682175%
74;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;INVESTIGACION;FEMINICIDIO;SIN DATO;SI;NO;SI;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE ANTIOQUIA;FEMENINO;1;8380801;RURAL;0.00001193%
75;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;AtlAntico;INACTIVO;INDAGACION;FEMINICIDIO;ADOLESCENTE 14 - 17;SI;SI;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE ATLANTICO;FEMENINO;1;8380801;RURAL;0.00001193%
76;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;AtlAntico;INACTIVO;INDAGACION;FEMINICIDIO;SIN DATO;SI;SI;NO;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE ATLANTICO;MASCULINO;1;8380801;URBANO;0.00001193%
77;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;ACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;BELLO;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;FEMENINO;1;500098;URBANO;0.00019996%
78;NO;2016;2016;2016;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;ACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;CARTAGENA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;FEMENINO;3;1057767;URBANO;0.00028362%
