ID;ACUSACION;ANIO_DENUNCIA;ANIO_ENTRADA;ANIO_HECHO;ATIPICIDAD_INEXISTENCIA;CAPTURA;CONDENA;CONEXO;DELITO;DEPARTAMENTO;ESTADO_NOTICIA;ETAPA;GRUPO_DELITO;GRUPO_EDAD_VICTIMA;HECHO;HOMICIDIO_DOLOSO_CONSUMADO;IMPUTACION;LEY;MUNICIPIO;PAIS;PAIS_NACIMIENTO;RUPTURA;SECCIONAL;SEXO_VICTIMA;TOTAL_VICTIMAS;POBLACION;RURAL O URBANO;PORCENTAJE
2943;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;JUICIO;FEMINICIDIO;ADOLESCENTE 14 - 17;SI;SI;SI;Ley 906;VILLAVICENCIO;Colombia;Colombia;NO;DIRECCION SECCIONAL DE META;FEMENINO;1;538527;URBANO;0.00018569%
2944;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;JUICIO;FEMINICIDIO;SIN DATO;SI;SI;SI;Ley 906;VILLAVICENCIO;Colombia;NA;NO;DIRECCION SECCIONAL DE META;FEMENINO;1;538527;RURAL;0.00018569%
2945;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Nariño;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;TANGUA;Colombia;NA;NO;DIRECCION SECCIONAL DE NARIÑO;FEMENINO;1;8999;URBANO;0.01111235%
2946;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Nariño;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;SIN DATO;SI;NO;SI;Ley 906;PASTO;Colombia;Colombia;NO;DIRECCION SECCIONAL DE NARIÑO;FEMENINO;1;465148;RURAL;0.00021499%
2947;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;TERMINACION ANTICIPADA;FEMINICIDIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;LA ESPERANZA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;12609;RURAL;0.00793084%
2948;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;TERMINACION ANTICIPADA;FEMINICIDIO;SIN DATO;SI;NO;SI;Ley 906;LA ESPERANZA;Colombia;NA;NO;DIRECCION SECCIONAL DE MAGDALENA MEDIO;MASCULINO;1;12609;URBANO;0.00793084%
2949;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;CUCUTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;74408;URBANO;0.00134394%
2950;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;CUCUTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE NORTE DE SANTANDER;MASCULINO;1;74408;RURAL;0.00134394%
2951;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Putumayo;ACTIVO;JUICIO;FEMINICIDIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;PUERTO GUZMAN;Colombia;Colombia;NO;DIRECCION SECCIONAL DE PUTUMAYO;FEMENINO;1;24551;URBANO;0.00407315%
2952;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Quindio;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;ARMENIA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE QUINDiO;FEMENINO;1;3765;URBANO;0.02656042%
2953;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Risaralda;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;PEREIRA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE RISARALDA;FEMENINO;2;481129;RURAL;0.00041569%
2954;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Risaralda;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;MARSELLA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE RISARALDA;FEMENINO;1;24342;URBANO;0.00410813%
2955;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Risaralda;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;PEREIRA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE RISARALDA;FEMENINO;1;481129;RURAL;0.00020784%
2956;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;FEMINICIDIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;CHIPATA;Colombia;NA;NO;DIRECCION SECCIONAL DE SANTANDER;FEMENINO;1;5042;RURAL;0.0198334%
2957;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;GIRON;Colombia;Colombia;NO;DIRECCION SECCIONAL DE SANTANDER;FEMENINO;1;206005;RURAL;0.00048543%
2958;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;BARRANCABERMEJA;Colombia;NA;NO;DIRECCION SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;191144;RURAL;0.00052317%
2959;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;RIONEGRO;Colombia;Chile;NO;DIRECCION SECCIONAL DE SANTANDER;FEMENINO;1;130108;RURAL;0.00076859%
2960;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;GIRON;Colombia;Colombia;NO;DIRECCION SECCIONAL DE SANTANDER;FEMENINO;1;206005;RURAL;0.00048543%
2961;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;SIN DATO;SI;NO;SI;Ley 906;GIRON;Colombia;Colombia;NO;DIRECCION SECCIONAL DE SANTANDER;FEMENINO;1;206005;URBANO;0.00048543%
2962;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Sucre;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;SINCELEJO;Colombia;Colombia;NO;DIRECCION SECCIONAL DE SUCRE;FEMENINO;1;294599;URBANO;0.00033944%
2963;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;ADOLESCENTE 14 - 17;SI;SI;SI;Ley 906;IBAGUE;Colombia;Colombia;NO;DIRECCION SECCIONAL DE TOLIMA;FEMENINO;1;579803;RURAL;0.00017247%
2964;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;ALVARADO;Colombia;Colombia;NO;DIRECCION SECCIONAL DE TOLIMA;FEMENINO;2;8732;RURAL;0.02290426%
2965;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;CUNDAY;Colombia;Colombia;NO;DIRECCION SECCIONAL DE TOLIMA;MASCULINO;1;9278;URBANO;0.01077818%
2966;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;IBAGUE;Colombia;Colombia;NO;DIRECCION SECCIONAL DE TOLIMA;FEMENINO;1;579803;RURAL;0.00017247%
2967;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;LERIDA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE TOLIMA;MASCULINO;1;16624;RURAL;0.0060154%
2968;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;ESPINAL;Colombia;Venezuela;NO;DIRECCION SECCIONAL DE TOLIMA;FEMENINO;1;75692;RURAL;0.00132114%
2969;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;LiBANO;Colombia;Colombia;NO;DIRECCION SECCIONAL DE TOLIMA;FEMENINO;1;39459;RURAL;0.00253428%
2970;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;RIOBLANCO;Colombia;Colombia;NO;DIRECCION SECCIONAL DE TOLIMA;FEMENINO;1;24039;RURAL;0.00415991%
2971;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;CARMEN DE APICALA;Colombia;NA;NO;DIRECCION SECCIONAL DE TOLIMA;FEMENINO;1;9000;RURAL;0.01111111%
2972;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;SIN DATO;SI;NO;SI;Ley 906;CARMEN DE APICALA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE TOLIMA;FEMENINO;1;9000;URBANO;0.01111111%
2973;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;SIN DATO;SI;NO;SI;Ley 906;IBAGUE;Colombia;Colombia;NO;DIRECCION SECCIONAL DE TOLIMA;FEMENINO;1;579803;RURAL;0.00017247%
2974;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;JUICIO;FEMINICIDIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;PALMIRA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CALI;FEMENINO;1;314418;URBANO;0.00031805%
2975;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;ADOLESCENTE 14 - 17;SI;NO;SI;Ley 906;CALI;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CALI;FEMENINO;2;2496346;URBANO;0.00008012%
2976;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;CALI;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CALI;FEMENINO;5;2496346;RURAL;0.00020029%
2977;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;FLORIDA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CALI;FEMENINO;1;59207;RURAL;0.00168899%
2978;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;OBANDO;Colombia;Colombia;NO;DIRECCION SECCIONAL DE VALLE DEL CAUCA;FEMENINO;1;15406;RURAL;0.00649098%
2979;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;PALMIRA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CALI;FEMENINO;2;314418;URBANO;0.0006361%
2980;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;CALI;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CALI;FEMENINO;3;2496346;RURAL;0.00012018%
2981;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;JAMUNDi;Colombia;NA;NO;DIRECCION SECCIONAL DE CALI;FEMENINO;1;132540;RURAL;0.00075449%
2982;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;PALMIRA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CALI;FEMENINO;1;314418;RURAL;0.00031805%
2983;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;PRADERA;Colombia;NA;NO;DIRECCION SECCIONAL DE CALI;FEMENINO;1;58717;URBANO;0.00170308%
2984;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;ADULTO MAYOR DE 60;SI;SI;SI;Ley 906;CALI;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CALI;FEMENINO;1;2496346;URBANO;0.00004006%
2985;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;CALI;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CALI;FEMENINO;10;2496346;RURAL;0.00040059%
2986;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;DAGUA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CALI;FEMENINO;1;37006;URBANO;0.00270226%
2987;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;PRIMERA INFANCIA 0 - 5;SI;SI;SI;Ley 906;CALI;Colombia;NA;NO;DIRECCION SECCIONAL DE CALI;FEMENINO;1;2496346;URBANO;0.00004006%
2988;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;SIN DATO;SI;NO;SI;Ley 906;CALI;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CALI;FEMENINO;1;2496346;RURAL;0.00004006%
2989;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;SIN DATO;SI;NO;SI;Ley 906;TRUJILLO;Colombia;Colombia;NO;DIRECCION SECCIONAL DE VALLE DEL CAUCA;FEMENINO;1;17798;RURAL;0.00561861%
2990;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1. 3. 5. 6. 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022;Magdalena;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;CIENAGA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE MAGDALENA;FEMENINO;1;105807;RURAL;0.00094512%
2991;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1. 3. 5. 7 Y 8 DEL ART. 104. ART. 104B L.G;BOGOTA. D. C.;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;SIN DATO;SI;NO;SI;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;FEMENINO;1;8380801;URBANO;0.00001193%
2992;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1. 3. 5. 7 Y 8 DEL ART. 104. ART. 104B L.G;Cundinamarca;ACTIVO;JUICIO;FEMINICIDIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;FACATATIVA;Colombia;NA;NO;DIRECCION SECCIONAL DE CUNDINAMARCA;FEMENINO;1;144149;RURAL;0.00069373%
2993;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1. 3. 5. 7 Y 8 DEL ART. 104. ART. 104B L.G;Cundinamarca;ACTIVO;TERMINACION ANTICIPADA;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;CAQUEZA;Colombia;NA;NO;DIRECCION SECCIONAL DE CUNDINAMARCA;FEMENINO;1;17492;RURAL;0.0057169%
2994;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1. 3. 5. 7 Y 8 DEL ART. 104. ART. 104B L.G;Valle del Cauca;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;GUADALAJARA DE BUGA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE VALLE DEL CAUCA;FEMENINO;1;114053;RURAL;0.00087679%
2995;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL. FISICA O PSICOLOGICA. ART. 104B L.F;Arauca;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;SIN DATO;SI;SI;SI;Ley 906;ARAUCA;Colombia;NA;NO;DIRECCION SECCIONAL DE ARAUCA;FEMENINO;1;94377;RURAL;0.00105958%
2996;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL. FISICA O PSICOLOGICA. ART. 104B L.F;BOGOTA. D. C.;ACTIVO;JUICIO;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;FEMENINO;1;8380801;URBANO;0.00001193%
2997;SI;2019;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E;BOGOTA. D. C.;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;FEMENINO;1;8380801;RURAL;0.00001193%
2998;SI;2019;2019;2019;SI;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;INVESTIGACION;FEMINICIDIO;JUVENTUD 18 - 28;NO;SI;SI;Ley 906;GUARNE;Colombia;NA;NO;DIRECCION SECCIONAL DE ANTIOQUIA;FEMENINO;1;52129;URBANO;0.00191832%
2999;SI;2019;2019;2019;SI;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;INACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;NO;NO;SI;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;FEMENINO;2;8380801;RURAL;0.00002386%
3000;SI;2019;2020;2018;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;JUICIO;FEMINICIDIO;SIN DATO;NO;NO;SI;Ley 906;YUMBO;Colombia;Colombia;SI;DIRECCION SECCIONAL DE CALI;FEMENINO;1;131593;RURAL;0.00075992%
3001;SI;2019;2020;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;SIN DATO;NO;NO;SI;Ley 906;GUARNE;Colombia;Colombia;SI;DIRECCION SECCIONAL DE ANTIOQUIA;FEMENINO;1;52129;URBANO;0.00191832%
3002;SI;2019;2020;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;INACTIVO;EJECUCION DE PENAS;FEMINICIDIO;ADULTEZ 29 - 59;NO;NO;SI;Ley 906;BOGOTA;Colombia;Colombia;SI;DIRECCION SECCIONAL DE BOGOTA;FEMENINO;1;8380801;URBANO;0.00001193%
3003;SI;2020;2020;2012;NO;SI;NO;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;MEDELLiN;Colombia;NA;NO;DIRECCION SECCIONAL DE MEDELLiN;FEMENINO;1;2569007;URBANO;0.00003893%
3004;SI;2020;2020;2012;NO;SI;NO;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;INDAGACION;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;MEDELLiN;Colombia;Colombia;NO;DIRECCION SECCIONAL DE MEDELLiN;FEMENINO;1;2569007;URBANO;0.00003893%
3005;SI;2020;2020;2012;NO;SI;NO;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;MEDELLiN;Colombia;NA;NO;DIRECCION SECCIONAL DE MEDELLiN;MASCULINO;1;2569007;URBANO;0.00003893%
3006;SI;2020;2020;2012;NO;SI;NO;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;INDAGACION;FEMINICIDIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;MEDELLiN;Colombia;Colombia;NO;DIRECCION SECCIONAL DE MEDELLiN;MASCULINO;2;2569007;URBANO;0.00007785%
3007;SI;2020;2020;2020;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;ACTIVO;JUICIO;FEMINICIDIO;ADOLESCENTE 14 - 17;SI;NO;SI;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;FEMENINO;1;8380801;URBANO;0.00001193%
3008;SI;2020;2020;2020;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;ACTIVO;JUICIO;FEMINICIDIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;BOGOTA;Colombia;Colombia;NO;DIRECCION SECCIONAL DE BOGOTA;FEMENINO;1;8380801;URBANO;0.00001193%
3009;SI;2020;2020;2020;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTA. D. C.;ACTIVO;JUICIO;FEMINICIDIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;BOGOTA;Colombia;NA;NO;DIRECCION SECCIONAL DE BOGOTA;MASCULINO;1;8380801;RURAL;0.00001193%
3010;SI;2020;2020;2020;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;CaquetA;ACTIVO;JUICIO;FEMINICIDIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;SAN VICENTE DEL CAGUAN;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CAQUETA;FEMENINO;1;74191;URBANO;0.00134787%
3011;SI;2020;2020;2020;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Casanare;ACTIVO;JUICIO;FEMINICIDIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;YOPAL;Colombia;Venezuela;NO;DIRECCION SECCIONAL DE CASANARE;FEMENINO;1;155882;RURAL;0.00064151%
3012;SI;2020;2020;2020;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;JUICIO;FEMINICIDIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;BUENOS AIRES;Colombia;NA;NO;DIRECCION SECCIONAL DE CAUCA;FEMENINO;1;35197;URBANO;0.00284115%
3013;SI;2020;2020;2020;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;FEMINICIDIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;VALLEDUPAR;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CESAR;FEMENINO;1;503444;URBANO;0.00019863%
3014;SI;2020;2020;2020;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;FEMINICIDIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;VALLEDUPAR;Colombia;Colombia;NO;DIRECCION SECCIONAL DE CESAR;FEMENINO;1;503444;RURAL;0.00019863%
3015;SI;2020;2020;2020;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;JUICIO;FEMINICIDIO;ADOLESCENTE 14 - 17;SI;NO;SI;Ley 906;ACEVEDO;Colombia;Colombia;NO;DIRECCION SECCIONAL DE HUILA;FEMENINO;1;36649;RURAL;0.00272859%
3016;SI;2020;2020;2020;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;JUICIO;FEMINICIDIO;ADOLESCENTE 14 - 17;SI;SI;SI;Ley 906;ACEVEDO;Colombia;Colombia;NO;DIRECCION SECCIONAL DE HUILA;FEMENINO;1;36649;RURAL;0.00272859%
3017;SI;2020;2020;2020;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;JUICIO;FEMINICIDIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;PITALITO;Colombia;Colombia;NO;DIRECCION SECCIONAL DE HUILA;FEMENINO;1;138229;RURAL;0.00072344%
